Name,Category,Equipment
Holman Hands-Elevated Wide Squat Thrust,Quadriceps,Body Only
Holman Hands-Elevated Squat Thrust to Split Jack,Quadriceps,Body Only
Holman Squat Jump,Quadriceps,Body Only
Holman Squat Pulse,Quadriceps,Body Only
Holman Jump-Out Push-Up,Quadriceps,Body Only
Holman Alternating Forward Lunge,Quadriceps,Body Only
Holman Burpee to Jump,Quadriceps,Body Only
Holman Pilates Single-Leg Stretch,Quadriceps,Body Only
Holman Alternating Reverse Prisoner Lunge,Quadriceps,Body Only
Holman Narrow-Wide Squat Jump to 180 Jump,Quadriceps,Body Only
Holman 180 Jump to Lunge,Quadriceps,Body Only
Holman Imaginary Jump Rope,Quadriceps,Body Only
Holman Fast Feet with Hands Up,Quadriceps,Body Only
Holman Hands-Elevated Alternating Lunge Jump,Quadriceps,Body Only
Holman Right Split Lunge,Quadriceps,Body Only
Holman Left Split Lunge,Quadriceps,Body Only
Holman Plyometric Jump,Quadriceps,Body Only
Holman Quad Touch Jump,Quadriceps,Body Only
Holman Skate,Quadriceps,Body Only
Holman Lunge Jump,Quadriceps,Body Only
Holman Flying Squat Thrust,Quadriceps,Body Only
Holman 90-Degree Jump,Quadriceps,Body Only
Holman Half Jack to 180 Jump,Quadriceps,Body Only
Holman Quick Feet to Quad Touch Jump,Quadriceps,Body Only
Holman Squat Thrust to Push-Up to Super Woman,Quadriceps,Body Only
Holman Plyometric Jump to 180 Jump,Quadriceps,Body Only
Holman Standing Heel Click to Hands Down Heel Click,Quadriceps,Body Only
Holman Burpee to 180 Jump,Quadriceps,Body Only
Holman Traveling Low Jack to Belly Touch,Quadriceps,Body Only
Holman Flying Squat Thrust to Shoulder Tap,Quadriceps,Body Only
Holman Squat Jump to Alternating Side Lunge Jump,Quadriceps,Body Only
Holman Low Squat with Low Diagonal Dumbbell Punch,Quadriceps,Body Only
Holman Right Leg Hop to Right Reverse Lunge,Quadriceps,Body Only
Holman Left Leg Hop to Left Reverse Lunge,Quadriceps,Body Only
Holman Burpee to Open Stance,Quadriceps,Body Only
Holman Diagonal Squat Thrust to Renegade Forward Punch,Quadriceps,Body Only
Holman Bear Crawl,Quadriceps,Body Only
Holman Bear Crawl to Donkey Kick,Quadriceps,Body Only
Holman Bear Crawl to Froggy Push-Up,Quadriceps,Body Only
Holman Bear Crawl to Shoulder Tap,Quadriceps,Body Only
Holman Burpee to Tuck Jump,Quadriceps,Body Only
Holman Burpee to Flying Squat Thrust to Tuck Jump,Quadriceps,Body Only
Holman Forward Lunge to Reverse Lunge,Quadriceps,Body Only
Holman Renegade Lunge Jump,Quadriceps,Body Only
Holman Squat Jump to Lunge Jump,Quadriceps,Body Only
Holman Prisoner Reverse Lunge,Quadriceps,Body Only
Holman Wide-to-Narrow Squat Jump,Quadriceps,Body Only
Holman Donkey Run,Quadriceps,Body Only
Holman Weighted Wide-to-Narrow Squat Jump,Quadriceps,Body Only
Holman Wide-to-Narrow Donkey Kick,Quadriceps,Body Only
Holman Mule Kick,Quadriceps,Body Only
Holman Goal Post to Squat,Quadriceps,Body Only
Holman Frogger Squat to Heel Click,Quadriceps,Body Only
Holman Stair Sprint,Quadriceps,Body Only
Holman Stair Bear Crawl,Quadriceps,Body Only
Holman Burpee to Flying Squat Thrust,Quadriceps,Body Only
Holman Flying Squat Thrust to Push-Up,Quadriceps,Body Only
Holman Foot-Elevated Step-To-Lunge,Quadriceps,Body Only
Holman Split Lunge,Quadriceps,Body Only
Holman Stair Climb,Quadriceps,Body Only
Holman Burpee to Flying Jack,Quadriceps,Body Only
Holman Right Reverse Lunge,Quadriceps,Body Only
Holman Left Reverse Lunge,Quadriceps,Body Only
Holman Squat Tap to Hop,Quadriceps,Body Only
Holman Squat Tap to Jump-Forward-Jump-Back,Quadriceps,Body Only
Holman Squat Hip Drive,Quadriceps,Body Only
Holman Alternating Double Lunge Hop,Quadriceps,Body Only
Holman Right Reverse Lunge to Front Kick,Quadriceps,Body Only
Holman Right Leg Forward Lunge Hop,Quadriceps,Body Only
Holman Right Squat Thrust,Quadriceps,Body Only
Holman Left Reverse Lunge to Front Kick,Quadriceps,Body Only
Holman Left Leg Forward Lunge Hop,Quadriceps,Body Only
Holman Left Side Diagonal Burpee,Quadriceps,Body Only
Holman Left Squat Thrust,Quadriceps,Body Only
Holman Wide Squat Thrust,Quadriceps,Body Only
Holman Alternating Single-Leg Hop to Squat to 180 Jump,Quadriceps,Body Only
Holman Right Lunge Hop to Chest Press,Quadriceps,Body Only
Holman Left Lunge Hop to Overhead Press,Quadriceps,Body Only
Holman 180 Jump Hop Forward Hop Back,Quadriceps,Body Only
Holman Right Split Squat,Quadriceps,Body Only
Holman Left Split Squat,Quadriceps,Body Only
Holman Double Squat Pulse to 180 Jump,Quadriceps,Body Only
Holman Towel Left Side Squat,Quadriceps,Body Only
Holman Alternating Lunge Jump,Quadriceps,Body Only
Holman Lunge Jump to Squat Jump,Quadriceps,Body Only
Holman Burpee with Belly Touch,Quadriceps,Body Only
Bootstrapper squat,Quadriceps,Body Only
Total Fitness Broad Jump,Quadriceps,Body Only
Total Fitness Lateral Lunge,Quadriceps,Body Only
Lateral shuffle,Quadriceps,Body Only
Total Fitness Skip,Quadriceps,Body Only
Total Fitness Spider Lunge,Quadriceps,Body Only
Spider lunge stretch,Quadriceps,Body Only
Spider lunge with T-rotation,Quadriceps,Body Only
Standing quad stretch,Quadriceps,Body Only
Vertical jump,Quadriceps,Body Only
King Maker Burpee,Quadriceps,Body Only
King Maker Explosive High Jump,Quadriceps,Body Only
Muscle Beach Skip,Quadriceps,Body Only
Muscle Beach Broad Jump,Quadriceps,Body Only
Muscle Beach Sprint,Quadriceps,Body Only
Muscle Beach Front Kick,Quadriceps,Body Only
Muscle Beach Side Kick,Quadriceps,Body Only
Muscle Beach Spin Kick,Quadriceps,Body Only
Muscle Beach Freestyle Kick,Quadriceps,Body Only
MetaBurn Alternating Curtsy Lunge To Squat,Quadriceps,Body Only
MetaBurn Alternating Curtsy Lunge With High Knee,Quadriceps,Body Only
MetaBurn Alternating Diagonal Sprawl,Quadriceps,Body Only
MetaBurn Alternating Lateral Sprawl,Quadriceps,Body Only
MetaBurn Curtsy Lunge,Quadriceps,Body Only
MetaBurn Frogger,Quadriceps,Body Only
MetaBurn High Knee Rotation,Quadriceps,Body Only
MetaBurn Side-To-Side Lunge,Quadriceps,Body Only
MetaBurn Star Jump,Quadriceps,Body Only
MetaBurn Tuck Jump With Knee Slap,Quadriceps,Body Only
MetaBurn Lateral Bounding Hop,Quadriceps,Body Only
MetaBurn Double Lunge,Quadriceps,Body Only
Robertson Sprinter Step-Up,Quadriceps,Body Only
FYR2 Front Kick-Through,Quadriceps,Body Only
Lunge high-knee clap,Quadriceps,Body Only
FYR2 Plyo Split Squat,Quadriceps,Body Only
FYR2 Reverse Burpee,Quadriceps,Body Only
FYR2 Reverse Burpee to Regular Burpee,Quadriceps,Body Only
FYR2 Reverse Burpee Tuck Jump,Quadriceps,Body Only
FYR2 Sprawlee,Quadriceps,Body Only
FYR2 Squat Hold,Quadriceps,Body Only
FYR2 Squat Jump,Quadriceps,Body Only
FYR2 Squat Pulse,Quadriceps,Body Only
Sprinter burpee,Quadriceps,Body Only
Shuttle run training,Quadriceps,Body Only
Medicine ball ninja,Quadriceps,Medicine Ball
FYR Air Ball Plus Medicine Ball Jumping Sprawl,Quadriceps,Medicine Ball
Medicine ball cowboy squat,Quadriceps,Medicine Ball
Medicine ball jumping jill,Quadriceps,Medicine Ball
Alternate Leg Diagonal Bound,Quadriceps,None
Sit Squats,Quadriceps,None
Frog Hops,Quadriceps,None
Dumbbell lateral hop to sprint,Quadriceps,None
Smith machine lunge sprint,Quadriceps,None
Sissy squat,Quadriceps,None
Wall ball toss,Quadriceps,Exercise Ball
Bosu Ball Squat,Quadriceps,Exercise Ball
Exercise ball Bulgarian split squat,Quadriceps,Exercise Ball
Internal Rotation with Band,Shoulders,Bands
Band Pull Apart,Shoulders,Bands
Back Flyes - With Bands,Shoulders,Bands
Lateral Raise - With Bands,Shoulders,Bands
Shoulder Press - With Bands,Shoulders,Bands
External Rotation with Band,Shoulders,Bands
FYR Band Pull-Apart,Shoulders,Bands
HM Lateral Raise,Shoulders,Bands
Rusin Banded Over-And-Back,Shoulders,Bands
Rusin Banded Face Pull,Shoulders,Bands
UP Band Pull-Apart,Shoulders,Bands
Jordan Shallow Band-Resisted Thread the Needle,Shoulders,Bands
30 Shoulders Seated Banded Barbell Shoulder Press,Shoulders,Bands
Band shoulder press,Shoulders,Bands
Band lateral raise,Shoulders,Bands
Band upright row,Shoulders,Bands
Staggered-stance band shoulder press,Shoulders,Bands
Single-arm banded landmine press,Shoulders,Bands
Band front raise rear fly row combo,Shoulders,Bands
Jordan Shallow Foam Roller Thoracic Extension,Shoulders,Foam Roll
Jordan Shallow Thread the Needle (with Foam Roller),Shoulders,Foam Roll
Clean and press,Shoulders,Barbell
Clean and jerk,Shoulders,Barbell
Military press,Shoulders,Barbell
Seated barbell shoulder press,Shoulders,Barbell
Snatch-Grip Behind-The-Neck Overhead Press,Shoulders,Barbell
Standing Bradford press,Shoulders,Barbell
Barbell Shoulder Press,Shoulders,Barbell
Barbell rear delt bent-over row,Shoulders,Barbell
Barbell upright row,Shoulders,Barbell
Bradford/Rocky Presses,Shoulders,Barbell
Lying rear delt fly,Shoulders,Barbell
Machine Shoulder (Military) Press,Shoulders,Barbell
Standing Barbell Press Behind Neck,Shoulders,Barbell
Barbell front raise,Shoulders,Barbell
Overhead bar front raise,Shoulders,Barbell
Incline barbell shoulder protraction,Shoulders,Barbell
Behind-the-head push-press,Shoulders,Barbell
Rack Delivery,Shoulders,Barbell
Smith Incline Shoulder Raise,Shoulders,Barbell
Tall Muscle Snatch,Shoulders,Barbell
Axle Clean And Press,Shoulders,Barbell
Jerk Balance,Shoulders,Barbell
Seated EZ-bar shrug,Shoulders,Barbell
Paul Carter Barbell Seated Military Press,Shoulders,Barbell
TBS Barbell Military Press,Shoulders,Barbell
Incline Front Barbell Raise - Gethin Variation,Shoulders,Barbell
Barbell Front Raise - Gethin Variation,Shoulders,Barbell
Single-arm barbell lateral raise,Shoulders,Barbell
AM Upright Row,Shoulders,Barbell
AM Barbell Shoulder Press,Shoulders,Barbell
Standing barbell shoulder press,Shoulders,Barbell
King Maker Barbell Thruster,Shoulders,Barbell
Single-arm incline cable cross-over,Shoulders,Barbell
Barbell bear complex,Shoulders,Barbell
30 Shoulders Barbell Shrug,Shoulders,Barbell
30 Shoulders Incline Face-Up Straight-Bar Front Raise,Shoulders,Barbell
30 Shoulders Seated Dumbbell Shoulder Press,Shoulders,Barbell
30 Shoulders Standing Behind-The-Head Shoulder Press,Shoulders,Barbell
30 Shoulders Standing Barbell Press,Shoulders,Barbell
FYR2 Wide Overhead Press,Shoulders,Barbell
Single-arm kettlebell push-press,Shoulders,Kettlebells
Two-Arm Kettlebell Military Press,Shoulders,Kettlebells
Alternating Kettlebell Press,Shoulders,Kettlebells
Single-arm kettlebell snatch,Shoulders,Kettlebells
Single-arm kettlebell clean and jerk,Shoulders,Kettlebells
Kettlebell pirate ship,Shoulders,Kettlebells
Two-Arm Kettlebell Clean,Shoulders,Kettlebells
Double Kettlebell Push Press,Shoulders,Kettlebells
Kettlebell Seated Press,Shoulders,Kettlebells
Double Kettlebell Jerk,Shoulders,Kettlebells
Kettlebell Arnold Press,Shoulders,Kettlebells
Double-kettlebell windmill,Shoulders,Kettlebells
One-Arm Kettlebell Split Snatch,Shoulders,Kettlebells
One-Arm Kettlebell Para Press,Shoulders,Kettlebells
One-Arm Kettlebell Split Jerk,Shoulders,Kettlebells
One-Arm Kettlebell Military Press To The Side,Shoulders,Kettlebells
One-Arm Kettlebell Jerk,Shoulders,Kettlebells
Double Kettlebell Snatch,Shoulders,Kettlebells
Two-Arm Kettlebell Jerk,Shoulders,Kettlebells
FYR Kettlebell Power Clean,Shoulders,Kettlebells
Kettlebell upright row,Shoulders,Kettlebells
Kettlebell upright row and press,Shoulders,Kettlebells
Single-arm kettlebell thruster,Shoulders,Kettlebells
Double-kettlebell shoulder press,Shoulders,Kettlebells
Double-kettlebell push-press,Shoulders,Kettlebells
HM Kettlebell Windmill,Shoulders,Kettlebells
HM Kettlebell Z-Press,Shoulders,Kettlebells
Taylor Half-Kneeling Kettlebell Halo,Shoulders,Kettlebells
Taylor Towel Kettlebell Farmer's Walk,Shoulders,Kettlebells
FYR2 Double-Kettlebell Alternating Press,Shoulders,Kettlebells
FYR2 Double-Kettlebell Thruster,Shoulders,Kettlebells
FYR2 Half-Kneeling Kettlebell Clean,Shoulders,Kettlebells
FYR2 Kettlebell Clean and Press,Shoulders,Kettlebells
FYR2 Kettlebell High Pull to Overhead Press,Shoulders,Kettlebells
FYR2 Kettlebell Swing Clean and Press,Shoulders,Kettlebells
FYR2 Single-Arm Kettlebell Press,Shoulders,Kettlebells
FYR2 Ascending-Rep High-Pull-Press Complex,Shoulders,Kettlebells
Dumbbell front raise to lateral raise,Shoulders,Dumbbell
Single-arm palm-in dumbbell shoulder press,Shoulders,Dumbbell
Standing palms-in shoulder press,Shoulders,Dumbbell
Seated Dumbbell Press,Shoulders,Dumbbell
Standing dumbbell shoulder press,Shoulders,Dumbbell
Single-arm lateral raise,Shoulders,Dumbbell
Power Partials,Shoulders,Dumbbell
Incline dumbbell reverse fly,Shoulders,Dumbbell
Overhead dumbbell front raise,Shoulders,Dumbbell
Seated dumbbell shoulder press,Shoulders,Dumbbell
Alternating standing shoulder press,Shoulders,Dumbbell
Single-arm incline rear delt raise,Shoulders,Dumbbell
Alternating dumbbell front raise,Shoulders,Dumbbell
Alternating Deltoid Raise,Shoulders,Dumbbell
Single-dumbbell front raise,Shoulders,Dumbbell
Arnold press,Shoulders,Dumbbell
Single-arm standing shoulder press,Shoulders,Dumbbell
Dumbbell front raise,Shoulders,Dumbbell
Bent-over dumbbell rear delt row,Shoulders,Dumbbell
Incline dumbbell front raise,Shoulders,Dumbbell
Side Lateral Raise,Shoulders,Dumbbell
Dumbbell external shoulder rotation,Shoulders,Dumbbell
Single-arm incline lateral raise,Shoulders,Dumbbell
Seated rear delt fly,Shoulders,Dumbbell
Dumbbell Raise,Shoulders,Dumbbell
Seated Side Lateral Raise,Shoulders,Dumbbell
Dumbbell Lying Rear Lateral Raise,Shoulders,Dumbbell
Head-on-bench dumbbell rear delt raise,Shoulders,Dumbbell
Cuban press,Shoulders,Dumbbell
Reverse Flyes With External Rotation,Shoulders,Dumbbell
Single-arm side lying rear fly,Shoulders,Dumbbell
Single-arm dumbbell upright row,Shoulders,Dumbbell
Dumbbell Scaption,Shoulders,Dumbbell
See-Saw Press (Alternating Side Press),Shoulders,Dumbbell
Dumbbell Incline Shoulder Raise,Shoulders,Dumbbell
Single-arm half-kneeling shoulder press,Shoulders,Dumbbell
Dumbbell Clean And Jerk,Shoulders,Dumbbell
Dumbbell shoulder press with body rotation,Shoulders,Dumbbell
Dumbbell Fix Dumbbell Military Press,Shoulders,Dumbbell
Dumbbell Fix Standing Dumbbell Arnold Press,Shoulders,Dumbbell
Dumbbell Fix Dumbbell Single-Arm Snatch,Shoulders,Dumbbell
Paul Carter Rear-Delt Fly,Shoulders,Dumbbell
FYR Dumbbell Shoulder Press,Shoulders,Dumbbell
FYR Single-Arm Dumbbell Press,Shoulders,Dumbbell
FYR Dumbbell Tempo L-Raise,Shoulders,Dumbbell
Dumbbell seesaw shoulder press,Shoulders,Dumbbell
FYR Dumbbell front raise to lateral raise,Shoulders,Dumbbell
FYR Dumbbell Arnold Press,Shoulders,Dumbbell
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Shoulders,Dumbbell
FYR Dumbbell Thruster,Shoulders,Dumbbell
Dumbbell hang snatch,Shoulders,Dumbbell
Surfer sprawl,Shoulders,Dumbbell
Dumbbell clean and press,Shoulders,Dumbbell
Standing One-Arm Shoulder Press - Gethin Variation,Shoulders,Dumbbell
Incline Front Dumbbell Raise - Gethin Variation,Shoulders,Dumbbell
Dumbbell lateral raise,Shoulders,Dumbbell
Incline Rear-Delt Fly - Gethin Variation,Shoulders,Dumbbell
Incline Bench Rear Dumbbell Fly - Gethin Variation,Shoulders,Dumbbell
Dumbbell front raise and press,Shoulders,Dumbbell
Rotator cuff warm-up,Shoulders,Dumbbell
Seated Lateral Raise - Gethin Variation,Shoulders,Dumbbell
Single-arm dumbbell arc row,Shoulders,Dumbbell
Incline Rear Delt Raises - Gethin Variation,Shoulders,Dumbbell
Incline Dumbbell Y Raise,Shoulders,Dumbbell
HM Bent-Over Rear-Delt Fly,Shoulders,Dumbbell
HM Dumbbell Shoulder Press,Shoulders,Dumbbell
HM Single-Leg Overhead Dumbbell Press,Shoulders,Dumbbell
6 Way Shoulder Raise,Shoulders,Dumbbell
Seated dumbbell lateral raise,Shoulders,Dumbbell
AM Dumbbell Shoulder Press,Shoulders,Dumbbell
AM Dumbbell Side Raise,Shoulders,Dumbbell
AM Front Raise,Shoulders,Dumbbell
UP Dumbbell Lateral Raise,Shoulders,Dumbbell
UP Seated Dumbbell Overhead Press,Shoulders,Dumbbell
AA Incline Bench Dumbbell Reverse Fly,Shoulders,Dumbbell
CM Forward Shoulder Press,Shoulders,Dumbbell
Dumbbell Halo,Shoulders,Dumbbell
Standing Dumbbell Scap Raise,Shoulders,Dumbbell
Holman Overhead Press,Shoulders,Dumbbell
Holman Slow Weighted Half Jack to Overhead Press,Shoulders,Dumbbell
Holman Slow Arnold Press,Shoulders,Dumbbell
Holman Boat Arnold Press with Feet Push-Out,Shoulders,Dumbbell
Holman Dumbbell Hip Drive to Overhead Press,Shoulders,Dumbbell
Holman Squat Thrust to Alternating Renegade Triceps Press,Shoulders,Dumbbell
Holman Cheer Press,Shoulders,Dumbbell
Holman Left Arm Press with Right Arm Hold,Shoulders,Dumbbell
Holman Right Arm Press with Left Arm Hold,Shoulders,Dumbbell
Holman Left Front Raise with Right Hold,Shoulders,Dumbbell
Holman Right Front Raise with Left Hold,Shoulders,Dumbbell
Holman Alternating Front Raise to Side Raise,Shoulders,Dumbbell
Holman Heavy Right Arm Overhead Press,Shoulders,Dumbbell
Holman Heavy Left Arm Overhead Press,Shoulders,Dumbbell
Holman Right Arm Heavy Overhead Press,Shoulders,Dumbbell
Holman Right Diagonal Lunge to Overhead Press,Shoulders,Dumbbell
Holman Left Arm Heavy Overhead Press,Shoulders,Dumbbell
Holman Weighted Palms-In Overhead Press,Shoulders,Dumbbell
Dumbbell racked carry,Shoulders,Dumbbell
Dumbbell clean and push-press,Shoulders,Dumbbell
Total Fitness Dumbbell Farmer's Carry,Shoulders,Dumbbell
Single-arm dumbbell racked carry,Shoulders,Dumbbell
Jordan Shallow Dumbbell Pull-Over,Shoulders,Dumbbell
King Maker Dumbbell Lateral Raise,Shoulders,Dumbbell
Dumbbell shadow boxing,Shoulders,Dumbbell
King Maker Dumbbell Farmer's Carry,Shoulders,Dumbbell
King Maker Dumbbell Shrug,Shoulders,Dumbbell
30 Shoulders Alternating Dumbbell Front Raise,Shoulders,Dumbbell
30 Shoulders Bent-Over Dumbbell Reverse Fly,Shoulders,Dumbbell
30 Shoulders Dumbbell Front Raise,Shoulders,Dumbbell
30 Shoulders Dumbbell Lateral Raise,Shoulders,Dumbbell
30 Shoulders Dumbbell Shrug,Shoulders,Dumbbell
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Shoulders,Dumbbell
30 Shoulders Seated Dumbbell Front Raise,Shoulders,Dumbbell
30 Shoulders Seated Dumbbell Side Raise,Shoulders,Dumbbell
30 Shoulders Neutral-Grip Arnold Press,Shoulders,Dumbbell
30 Shoulders Standing Dumbbell Upright Row,Shoulders,Dumbbell
MetaBurn 3-Way Shoulder Raise,Shoulders,Dumbbell
MetaBurn Dumbbell Overhead Press,Shoulders,Dumbbell
MetaBurn Single-Leg Arnold Press,Shoulders,Dumbbell
RG Forward-Leaning Dumbbell Upright Row,Shoulders,Dumbbell
RG Alternating Seated Dumbbell Lateral Raise,Shoulders,Dumbbell
RG Seated Dumbbell Shoulder Press,Shoulders,Dumbbell
FYR2 Dumbbell Clean and Jerk,Shoulders,Dumbbell
FYR2 Dumbbell Cross-Body Front Raise,Shoulders,Dumbbell
FYR2 Dumbbell Front Raise,Shoulders,Dumbbell
FYR2 Dumbbell Lateral Raise,Shoulders,Dumbbell
FYR2 Lateral Raise Hold,Shoulders,Dumbbell
FYR2 Seesaw Dumbbell Military Press,Shoulders,Dumbbell
FYR2 Single-Dumbbell Halo,Shoulders,Dumbbell
FYR2 Single-Dumbbell Overhead Press,Shoulders,Dumbbell
Car driver,Shoulders,Other
Arnold press,Shoulders,Dumbbell
Front Plate Raise,Shoulders,Other
Battle ropes,Shoulders,Other
Seated rear delt fly,Shoulders,Dumbbell
Circus Bell,Shoulders,Other
Landmine Linear Jammer,Shoulders,Other
Crucifix,Shoulders,Other
Bar shoulder extension stretch,Shoulders,Other
Chair Upper Body Stretch,Shoulders,Other
Sled Reverse Flye,Shoulders,Other
Plate shoulder circle big to small,Shoulders,Other
Sled Overhead Backward Walk,Shoulders,Other
Log Lift,Shoulders,Other
Standing suspended rear delt fly,Shoulders,Other
Waiter's carry,Shoulders,Other
Towel dumbbell front raise,Shoulders,Other
Reach-roll-lift combo,Shoulders,Other
Upright Row - Gethin Variation,Shoulders,Other
Squat Press Shoulder Press - Gethin Variation,Shoulders,Other
Plate lateral raise,Shoulders,Other
Standing Military Press - Gethin Variation,Shoulders,Other
Bent-over plate rear delt raise,Shoulders,Other
Single-arm landmine press,Shoulders,Other
Plate front raise,Shoulders,Other
Holman Slow Overhead Press,Shoulders,Other
30 Shoulders Plate Front Raise,Shoulders,Other
Single-arm landmine push-press,Shoulders,Other
Single-arm cable front raise,Shoulders,Cable
Cable Internal Rotation,Shoulders,Cable
Seated face pull,Shoulders,Cable
Single-arm bent-over cable rear delt fly,Shoulders,Cable
Seated cable shoulder press,Shoulders,Cable
Standing face pull,Shoulders,Cable
Standing cable rear delt row,Shoulders,Cable
Standing Low-Pulley Deltoid Raise,Shoulders,Cable
Standing crossed-cable rear delt fly,Shoulders,Cable
Cable Shoulder Press,Shoulders,Cable
Alternating Cable Shoulder Press,Shoulders,Cable
Cable Seated Lateral Raise,Shoulders,Cable
Single-arm lying cable front raise,Shoulders,Cable
Lying cable front raise,Shoulders,Cable
Cable Rear Delt Fly - Gethin Variation,Shoulders,Cable
One-Arm Cable Side Raise - Gethin Variation,Shoulders,Cable
Rope Face Pull - Gethin Variation,Shoulders,Cable
Lying cable lateral raise,Shoulders,Cable
Cable seated row,Shoulders,Cable
Single-arm cable lateral raise,Shoulders,Cable
UP Cable Face Pull,Shoulders,Cable
AA Cable Leaning Side Raise,Shoulders,Cable
30 Shoulders Bent-Over Low Cable Reverse Fly,Shoulders,Cable
30 Shoulders Cable Rope Face Pull,Shoulders,Cable
30 Shoulders Cable Straight-Bar Front Raise,Shoulders,Cable
30 Shoulders Cable Straight-Bar Upright Row,Shoulders,Cable
30 Shoulders High Cable Reverse Fly,Shoulders,Cable
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,Shoulders,Cable
30 Shoulders Single-Arm Cable Front Raise,Shoulders,Cable
30 Shoulders Single-Arm Leaning Cable Lateral Raise,Shoulders,Cable
RG 3-Way Single-Arm Rear Delt Cable Fly,Shoulders,Cable
RG Single-Arm Cross-Body Cable Front Raise,Shoulders,Cable
Smith machine shoulder press,Shoulders,Machine
Machine shoulder press,Shoulders,Machine
Reverse Machine Flyes,Shoulders,Machine
Single-arm Smith machine upright row,Shoulders,Machine
Machine Lateral Raise,Shoulders,Machine
Smith machine behind-the-neck press,Shoulders,Machine
Smith Machine Behind-The-Neck Press - Gethin Variation,Shoulders,Machine
30 Shoulders Leg Press Shoulder Press,Shoulders,Machine
30 Shoulders Machine Shoulder Press,Shoulders,Machine
30 Shoulders Pec-Deck Reverse Fly,Shoulders,Machine
30 Shoulders Smith Machine Behind-The-Head Press,Shoulders,Machine
30 Shoulders Smith Machine Shoulder Press,Shoulders,Machine
Handstand push-up,Shoulders,Body Only
Upward Stretch,Shoulders,Body Only
Shoulder Circles,Shoulders,Body Only
Cross-body shoulder stretch,Shoulders,Body Only
Arm circle,Shoulders,Body Only
Seated Front Deltoid,Shoulders,Body Only
Shoulder Raise,Shoulders,Body Only
Hand Stand Push-Up,Shoulders,Body Only
Wall walk,Shoulders,Body Only
Return Push from Stance,Shoulders,Body Only
Wall shoulder tap,Shoulders,Body Only
Bear crawl shoulder tap,Shoulders,Body Only
Shadow boxing,Shoulders,Body Only
Bear crawl fire feet,Shoulders,Body Only
Wall sprawl,Shoulders,Body Only
Bent Over Shoulder Y,Shoulders,Body Only
Shoulder L,Shoulders,Body Only
Shoulder Dislocation Stretch-Dowel,Shoulders,Body Only
TBS Inverted Row,Shoulders,Body Only
PVC Shoulder Stretch,Shoulders,Body Only
Shoulder T,Shoulders,Body Only
HM Arm Circle,Shoulders,Body Only
HM Shoulder Stretch,Shoulders,Body Only
HM Shoulder Stretch on Floor,Shoulders,Body Only
HM Shoulder Tap,Shoulders,Body Only
HM Hand-On-Wall Stretch,Shoulders,Body Only
HM Jumping Arm Circle,Shoulders,Body Only
Kipping Clapping Pull-Up,Shoulders,Body Only
Holman Kneeling Overhead Press to Donkey Kick,Shoulders,Body Only
Floor angel,Shoulders,Body Only
Shoulder extension stretch,Shoulders,Body Only
Backward Medicine Ball Throw,Shoulders,Medicine Ball
Medicine ball scoop throw,Shoulders,Medicine Ball
Standing Two-Arm Overhead Throw,Shoulders,Medicine Ball
Incline face-down bar front raise,Shoulders,E-Z Curl Bar
Incline anti-gravity shoulder press,Shoulders,E-Z Curl Bar
30 Shoulders EZ-Bar Front Raise,Shoulders,E-Z Curl Bar
Side Wrist Pull,Shoulders,None
Elbow Circles,Shoulders,None
Kneeling Arm Drill,Shoulders,None
Bent-over shoulder rotation,Shoulders,Exercise Ball
Band overhead triceps press,Triceps,Bands
Band overhead triceps extension,Triceps,Bands
Band straight-arm pull-down,Triceps,Bands
Band skullcrusher,Triceps,Bands
Single-arm band kick-back,Triceps,Bands
Incline EZ-bar skullcrusher,Triceps,Barbell
Decline Close-Grip Bench To Skull Crusher,Triceps,Barbell
Bench Press - Powerlifting,Triceps,Barbell
Behind-the-head skullcrusher,Triceps,Barbell
Standing barbell overhead triceps extension,Triceps,Barbell
Reverse-grip bench press,Triceps,Barbell
Bench Press with Chains,Triceps,Barbell
Floor Press,Triceps,Barbell
One Arm Floor Press,Triceps,Barbell
Pin Presses,Triceps,Barbell
JM Press With Bands,Triceps,Barbell
JM Press,Triceps,Barbell
Floor Press with Chains,Triceps,Barbell
Reverse Band Bench Press,Triceps,Barbell
Decline Barbell Triceps Extension - Gethin Variation,Triceps,Barbell
AM Skullcrusher,Triceps,Barbell
30 Arms Close-Grip Bench Press,Triceps,Barbell
30 Arms Barbell Skullcrusher,Triceps,Barbell
FYR2 Sprawl Over Kettlebell,Triceps,Kettlebells
Dumbbell floor press,Triceps,Dumbbell
Seated triceps press,Triceps,Dumbbell
Tricep Dumbbell Kickback,Triceps,Dumbbell
Standing Dumbbell Triceps Extension,Triceps,Dumbbell
Double-arm triceps kick-back,Triceps,Dumbbell
Single-arm dumbbell triceps extension,Triceps,Dumbbell
Decline Dumbbell Triceps Extension,Triceps,Dumbbell
Dumbbell skullcrusher,Triceps,Dumbbell
One Arm Pronated Dumbbell Triceps Extension,Triceps,Dumbbell
One Arm Supinated Dumbbell Triceps Extension,Triceps,Dumbbell
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,Triceps,Dumbbell
Tate Press,Triceps,Dumbbell
Standing Bent-Over One-Arm Dumbbell Triceps Extension,Triceps,Dumbbell
